combo,service,fault_type,run_id,case_id,simple_data_exists,inject_time_exists,n_rows,n_cols,n_metric_cols,columns_hash,time_dtype,time_min,time_max,time_span_sec,sampling_interval_mode_sec,sampling_interval_min_sec,sampling_interval_max_sec,n_non_uniform_gaps,n_missing_cells,cols_with_missing,n_duplicate_rows,n_duplicate_timestamps,n_constant_cols,n_near_constant_cols,constant_col_names,inject_time,inject_time_in_range,inject_time_frac,n_rows_pre_fault,n_rows_post_fault
productcatalogservice_delay,productcatalogservice,delay,2,productcatalogservice_delay/2,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1692623659,1692624379,720,1.0,1.0,1.0,0,0,0,0,0,2,7,"adservice_error,frontend_error",1692624019,True,0.5,360,361
productcatalogservice_delay,productcatalogservice,delay,3,productcatalogservice_delay/3,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1692614134,1692614854,720,1.0,1.0,1.0,0,0,0,0,0,2,6,"adservice_error,frontend_error",1692614494,True,0.5,360,361
productcatalogservice_delay,productcatalogservice,delay,4,productcatalogservice_delay/4,True,True,721,57,56,ee8e604d7123f31ceb563f6b92c0637619cbb7046614948592a71d007df18de9,int64,1692706068,1692706788,720,1.0,1.0,1.0,0,0,0,0,0,1,6,frontend_error,1692706428,True,0.5,360,361
productcatalogservice_delay,productcatalogservice,delay,5,productcatalogservice_delay/5,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1692615682,1692616402,720,1.0,1.0,1.0,0,0,0,0,0,4,6,"adservice_error,emailservice_mem,frontend-external_error,frontend_error",1692616042,True,0.5,360,361
productcatalogservice_loss,productcatalogservice,loss,1,productcatalogservice_loss/1,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692665175,1692665895,720,1.0,1.0,1.0,0,0,0,0,0,3,7,"adservice_error,frontend_error,productcatalogservice_error",1692665535,True,0.5,360,361
productcatalogservice_loss,productcatalogservice,loss,2,productcatalogservice_loss/2,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692665951,1692666671,720,1.0,1.0,1.0,0,0,0,0,0,3,8,"adservice_error,frontend_error,productcatalogservice_error",1692666311,True,0.5,360,361
productcatalogservice_loss,productcatalogservice,loss,3,productcatalogservice_loss/3,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692666727,1692667447,720,1.0,1.0,1.0,0,0,0,0,0,4,8,"adservice_error,emailservice_mem,frontend_error,productcatalogservice_error",1692667087,True,0.5,360,361
productcatalogservice_loss,productcatalogservice,loss,4,productcatalogservice_loss/4,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692667505,1692668225,720,1.0,1.0,1.0,0,0,0,0,0,4,6,"adservice_error,emailservice_mem,frontend_error,productcatalogservice_error",1692667865,True,0.5,360,361
productcatalogservice_loss,productcatalogservice,loss,5,productcatalogservice_loss/5,True,True,721,60,59,18c0fe44fed2c0bbe341b39f35e892d315fc1d3b5b607c60e55a67f90046a4cc,int64,1692668282,1692669002,720,1.0,1.0,1.0,0,0,0,0,0,4,8,"adservice_error,frontend-external_error,frontend_error,productcatalogservice_error",1692668642,True,0.5,360,361
productcatalogservice_mem,productcatalogservice,mem,1,productcatalogservice_mem/1,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1693273886,1693274606,720,1.0,1.0,1.0,0,0,0,0,0,3,4,"emailservice_mem,frontend-external_error,frontend_error",1693274246,True,0.5,360,361
productcatalogservice_mem,productcatalogservice,mem,2,productcatalogservice_mem/2,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1693274661,1693275381,720,1.0,1.0,1.0,0,0,0,0,0,1,5,frontend_error,1693275021,True,0.5,360,361
productcatalogservice_mem,productcatalogservice,mem,3,productcatalogservice_mem/3,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1693275433,1693276153,720,1.0,1.0,1.0,0,0,0,0,0,2,7,"frontend-external_error,frontend_error",1693275793,True,0.5,360,361
productcatalogservice_mem,productcatalogservice,mem,4,productcatalogservice_mem/4,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1693276204,1693276924,720,1.0,1.0,1.0,0,0,0,0,0,2,5,"frontend-external_error,frontend_error",1693276564,True,0.5,360,361
productcatalogservice_mem,productcatalogservice,mem,5,productcatalogservice_mem/5,True,True,721,59,58,002d8bbd70a7bcb0d5e90846b374acb9b00ed582dd552eeb1de86d7fe64fbb42,int64,1693277120,1693277840,720,1.0,1.0,1.0,0,0,0,0,0,2,6,"emailservice_mem,frontend_error",1693277480,True,0.5,360,361
